user_id,user_followers_count,user_friends_count,lat_final,lng_final,user_event_attitude,sentiment_trend,topic,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,tone_of_voice,text_average_count,panic_user
30600768,655,1500,34.0193936,-118.4108248,"indifferent, unconcerned, detached","[0, 0, 0, 1, -1, 1, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1]","Technology and Innovation, Natural Disasters and Weather, Sports and Entertainment",0.518564084,0.518379252,0.483077768,0.360149465,0.515889224,"informative, sports-focused, neutral",3.25,0
250276303,570,642,42.3830375,-83.1022365,"indifferent, unconcerned, detached","[0, 0, 0, 1, 0, 0, -1, 0, 0, -1, 0, 0]","Natural Disasters and Weather, Society and News, Politics and Elections, Economy and Business, Others, Sports and Entertainment",0.479945684,0.527557368,0.451757401,0.321139497,0.491142859,"casual, humorous, relatable",2.4,1
58103489,859,937,43.42,23.23,"neutral, indifferent, detached","[0, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Sports and Entertainment",0.539719828,0.539429289,0.438281687,0.294738019,0.52866838,"critical, political, alarmist",2.142857143,1
579249501,1,0,36.82529841,-119.6801946,"neutral, indifferent, unaware","[0, 0, 0, -1, 0, 0, 0, -1, 0, 0, -1, 1]","Natural Disasters and Weather, Energy and Environment, Technology and Innovation, Economy and Business, Sports and Entertainment",0.577767243,0.55097951,0.427816393,0.278076728,0.558756351,"informative, neutral, local",1.714285714,0
110572334,892,1917,52.52,13.38,"skeptical, conspiratorial, distrustful","[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0, 0]","Natural Disasters and Weather, Society and News, Economy and Business, Energy and Environment",0.507508082,0.535411084,0.451794435,0.295059541,0.522116949,"conspiratorial, alarmist, distrustful",2.428571429,0
254985959,301,0,34.0193936,-118.4108248,"neutral, indifferent, unrelated","[0, 0, 0, -1, 0, 0, 1, 1, 0, -1, 0, 0, -1, -1, 0, 0, 0, -1, -1, -1]","Natural Disasters and Weather, Technology and Innovation, Economy and Business, Others, Sports and Entertainment",0.515808785,0.521651526,0.482709503,0.338892622,0.514027719,"informative, scattered, impersonal",2.857142857,0
21248584,17188,18903,40.71154,-74.00549,"neutral, job-focused, indifferent","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Society and News, Energy and Environment, Politics and Elections, Economy and Business, Others, Sports and Entertainment",0.571700045,0.529319914,0.444425265,0.314442563,0.56418983,"informative, professional, focused",18,0
437058481,497,868,45.27,-75.42,"neutral, uninformed, indifferent","[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, -1, 0, 0, 0, -1, -1, 0, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, -1, -1, -1, 0, -1, 0, -1, -1, 0, 0, 0, 0, -1, -1, -1, 0, 0, 0, -1, -1, 0, 0, 0, -1, -1, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, 0, -1, 0, -1, -1, -1, 0, -1, 0, -1, 0, 1, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Others, Sports and Entertainment",0.526686866,0.518798506,0.473114166,0.325900034,0.518353719,"informative, factual, neutral",16.71428571,1
17356855,1417,1344,27.9700861,-82.4796734,"neutral, unrelated, indifferent","[0, -1, -1, 0, -1, 0, 0, 1, 0, 0, 0, -1, 0]","Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections",0.525689437,0.530275184,0.440480049,0.297711966,0.528135302,"critical, assertive, advocacy",2.166666667,0
19625943,776,1528,42.95833333,-75.52277778,"neutral, indirect, unexpressed","[-1, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, -1, 0]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Politics and Elections, Economy and Business, Others, Sports and Entertainment",0.52932566,0.541817576,0.422354966,0.270497509,0.541833088,"activist, urgent, concerned",2.285714286,1
44569410,1096,1088,50.82838495,-0.139474869,"indifferent, unrelated, unaffected","[0, 0, 1, 0, 0, 0, 0, 0, -1, 0, -1, 0]","Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Others",0.509877414,0.537047903,0.459191931,0.30997056,0.521451014,"witty, frustrated, concerned",2.4,1
27765096,727,961,32.8152995,-117.134993,"indifferent, distracted, detached","[0, 0, 0, 0, 1, -1, 0, -1, 0, 0, -1, 0]","Natural Disasters and Weather, Society and News, Technology and Innovation, Economy and Business, Others, Sports and Entertainment",0.525324208,0.538795938,0.448958047,0.308585991,0.519536267,"witty, candid, contemplative",1.714285714,1
30980675,672,624,36.8545534,-76.29467201,"unclear, unrelated, neutral","[-1, 0, -1, -1, -1, -1, 0, -1, 0, 0, 1, -1, 1, 0, 0]","Society and News, Energy and Environment, Technology and Innovation, Politics and Elections, Sports and Entertainment",0.529650772,0.544119589,0.429533569,0.292775033,0.526430082,"sarcastic, critical, observant",2.5,1
280580149,94,64,34.0193936,-118.4108248,"unconcerned, indifferent, detached","[-1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Politics and Elections, Economy and Business, Sports and Entertainment",0.524040435,0.522951922,0.472365079,0.333542471,0.514766196,"informative, varied, promotional",2.166666667,0
385846294,1236,938,37.759881,-122.437392,"indifferent, unrelated, neutral","[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","Natural Disasters and Weather, Society and News, Energy and Environment, Politics and Elections, Economy and Business",0.524929301,0.525815316,0.459012578,0.311068263,0.520049584,"informative, repetitive, impersonal",3,0
497606912,281,295,8.89,76.58,"neutral, indifferent, unrelated","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","Technology and Innovation, Society and News, Sports and Entertainment",0.487840303,0.519749828,0.484468785,0.356057685,0.512546184,"informative, professional, tech-focused",2.2,0
403166926,1544,1685,31.04361111,-91.99611111,"skeptical, conspiratorial, indifferent","[0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0]","Natural Disasters and Weather, Society and News, Energy and Environment, Politics and Elections, Economy and Business, Sports and Entertainment",0.534654712,0.536652706,0.435098821,0.291870045,0.529706665,"critical, skeptical, conspiratorial",1.833333333,1
45244135,674,554,37.51861111,-78.89111111,"indifferent, unaffected, unconcerned","[0, -1, 1, 0, -1, -1, 1, 1, -1, -1, 1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Others, Sports and Entertainment",0.493770526,0.535014656,0.464282567,0.331274138,0.503013717,"enthusiastic, analytical, conversational",3.666666667,0
32291491,151,362,53.9666667,-1.0833333,"neutral, indifferent, unaware","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Sports and Entertainment,0.500227419,0.541511671,0.439975636,0.304142359,0.528877795,"social, routine, location-focused",1.833333333,0
230532476,78,42,31.49916667,-99.35138889,"calm, resilient, optimistic","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0]","Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Others",0.494429182,0.536989573,0.461437295,0.334533469,0.509872447,"motivational, spiritual, encouraging",2.833333333,1
781886935,742,899,48.22,16.37,"indifferent, unrelated, neutral","[0, 0, -1, 0, 0, 0, 1, 1, 1, 0, 0]","Technology and Innovation, Others, Sports and Entertainment, Society and News",0.534992045,0.54772021,0.442579882,0.301452696,0.517733419,"promotional, enthusiastic, persuasive",2.2,1
84702662,137,100,37.759881,-122.437392,"unconcerned, indifferent, unaware","[1, 0, 0, 1, 1, 1, -1, 1, 0, 0, 1]","Technology and Innovation, Sports and Entertainment, Energy and Environment, Economy and Business",0.532679658,0.55225096,0.428349763,0.28323901,0.538938176,"enthusiastic, passionate, informed",1.571428571,0
66179557,1525,2,39.3002135,-76.6105159,"neutral, detached, observational","[1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, -1, 0]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Politics and Elections, Economy and Business, Sports and Entertainment",0.503147073,0.541496512,0.44426077,0.283988993,0.524651918,"informative, varied, neutral",2.857142857,0
228073635,848,501,33.8048434,-117.8248761,"neutral, indifferent, uninvolved","[1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1]","Natural Disasters and Weather, Society and News, Technology and Innovation, Politics and Elections, Sports and Entertainment",0.55679587,0.533759668,0.447547587,0.292214215,0.518254059,"informative, varied, professional",1.714285714,0
113614082,1569,5,49.5,8.47,"analytical, academic, neutral","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Politics and Elections, Economy and Business, Others, Sports and Entertainment",0.514268626,0.542571439,0.464631802,0.3177025,0.532012803,"academic, analytical, specialized",8.714285714,0
585418563,240,1124,36.07562627,-86.04156269,"indifferent, distracted, unrelated","[0, -1, 1, 0, 0, -1, -1, 0, 0, 0, 0]","Technology and Innovation, Society and News, Energy and Environment",0.535565596,0.538229682,0.440245539,0.293829024,0.510358358,"passionate, activist, urgent",3.666666667,0
175176750,984,1999,18.0155815,-76.776884,"neutral, indifferent, unrelated","[-1, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1]","Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Sports and Entertainment",0.522636986,0.540130702,0.447496544,0.298207065,0.514200114,"activist, collaborative, informative",3.333333333,1
76288540,300,115,10.79,79.13,"indifferent, unrelated, neutral","[0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0, 0, -1, 0, 0, -1, 0, 0, 1, -1, 0, -1, 1, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, -1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Others, Sports and Entertainment",0.537934461,0.53317395,0.455469648,0.307747767,0.525652895,"informative, formal, concerned",8.142857143,1
326285882,125,159,26.0311054,-80.1645743,"indifferent, uninvolved, detached","[0, 0, 0, 0, -1, 0, 1, 1, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, -1, 0, -1, 0, 0]","Natural Disasters and Weather, Society and News, Politics and Elections, Economy and Business, Sports and Entertainment",0.539929419,0.521040801,0.465062272,0.309282767,0.523667262,"informative, repetitive, impersonal",6.375,0
389322083,228,36,29.7804724,-95.3863425,"indifferent, unaware, detached","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Politics and Elections, Economy and Business, Others, Sports and Entertainment",0.538507181,0.533100607,0.444479499,0.300007482,0.536328711,"promotional, transactional, repetitive",7.714285714,0
82365108,58,145,41.54,12.29,"neutral, indirect, uninvolved","[0, 0, 0, -1, -1, 0, 0, 1, -1, -1, -1, 0, -1]","Technology and Innovation, Others, Energy and Environment",0.534653228,0.546475906,0.437337575,0.27605539,0.523802556,"concerned, informative, urgent",2.6,0
443656209,1396,1982,-6.18,106.83,"indifferent, unrelated, neutral","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Others, Sports and Entertainment",0.525513791,0.538098888,0.446180012,0.296627084,0.519779652,"informative, analytical, professional",5.333333333,0
42500417,785,272,-28.09,26.87,"indifferent, uninvolved, detached","[0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Technology and Innovation, Sports and Entertainment, Energy and Environment",0.521770284,0.519334661,0.478376413,0.349839816,0.519268191,"informative, repetitive, sports-focused",3.714285714,0
785694552,1,1,53.9666667,-1.0833333,"neutral, indifferent, unaware","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Others, Sports and Entertainment",0.532020321,0.522596621,0.458615223,0.30861795,0.521387173,"informative, repetitive, neutral",8.571428571,0
63061815,1306,853,-33.96,25.59,"neutral, unaffected, distant","[0, -1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Natural Disasters and Weather, Society and News, Energy and Environment, Economy and Business, Others, Sports and Entertainment",0.513621496,0.531519588,0.470513824,0.317718487,0.523571549,"observant, expressive, informal",2.285714286,1
9397732,19779,1260,33.4,73.1,"indifferent, unrelated, neutral","[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 1, -1, -1, -1, 0, 0, -1, 0, 0, -1, -1, -1, 0, 0, 0, -1, -1, 0, -1, 0]","Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Sports and Entertainment",0.506947386,0.528538856,0.457676188,0.31137271,0.500280717,"critical, analytical, assertive",5,0
40952923,446,95,34.017105,-81.010759,"neutral, unrelated, indifferent","[0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Society and News, Sports and Entertainment, Politics and Elections",0.546135917,0.53852978,0.437221002,0.296881827,0.533903949,"informative, political, neutral",2.285714286,0
128916334,1172,58,45.27,-75.42,"indifferent, uninvolved, unaffected","[0, 0, -1, 0, 1, -1, 0, 0, -1, 1, 1, 0, 0, 0, 1, 0, -1, -1, 0, 0, -1, 0, -1, 0, 0, -1, 1, 0, 0, 0, -1, 0, -1, 0]","Technology and Innovation, Natural Disasters and Weather, Society and News, Economy and Business",0.495021765,0.507220296,0.486567673,0.341742552,0.490643584,"informative, clinical, serious",5.666666667,0
795640116,20,28,60.17,24.94,"indifferent, uninvolved, unaffected","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Sports and Entertainment",0.540083766,0.54929397,0.437770252,0.278989765,0.513628001,"informative, professional, neutral",1.714285714,0
141454251,217,193,31.56,74.35,"indifferent, uninvolved, unaware","[1, 0, 1, 1, -1, 0, 0, -1, 0, 0, 1, 0, -1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Economy and Business",0.504565631,0.533595301,0.450628457,0.297885577,0.494024946,"political, assertive, critical",1.857142857,1
172161666,871,289,14.6041667,120.9822222,"informative, concerned, neutral","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]","Technology and Innovation, Others, Energy and Environment",0.5349898,0.540818512,0.442439371,0.29179945,0.524995087,"informative, urgent, advocacy",4.125,0
18854457,57548,200,37.36760403,-121.9247166,"indifferent, unconcerned, detached","[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1]","Technology and Innovation, Natural Disasters and Weather, Sports and Entertainment, Energy and Environment",0.539655871,0.542377724,0.434981543,0.292515729,0.53204481,"professional, promotional, enthusiastic",2.166666667,0
108310388,7138,6961,38.48583333,-98.37416667,"unclear, unrelated, neutral","[1, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, -1]","Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Others",0.528726692,0.538086984,0.43560221,0.30250526,0.534101292,"angry, conspiratorial, partisan",3.6,1
25002819,671,853,39.00013889,-105.5469444,"indifferent, unrelated, neutral","[-1, -1, 0, -1, 0, 0, -1, 1, -1, -1, 0, -1, 1, -1]","Technology and Innovation, Society and News, Politics and Elections, Economy and Business",0.489316227,0.524413469,0.472762059,0.3427886,0.514147005,"assertive, critical, ideological",2.8,0
290508716,168,0,41.70111111,-71.59694444,"indifferent, unaware, neutral","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 1, 1, -1, 0, 0, 0, 0, 0, 1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Politics and Elections, Economy and Business, Others, Sports and Entertainment",0.506468442,0.517913789,0.486157451,0.349827914,0.508968531,"informative, tech-focused, news-centric",4.857142857,0
23938529,944,226,40.87583333,-77.80222222,"neutral, indifferent, uninvolved","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Society and News, Energy and Environment, Economy and Business",0.572905318,0.537063715,0.430969214,0.280412289,0.530700442,"informative, formal, neutral",5.5,0
27818124,7345,1153,37.25833333,-119.6291667,"neutral, indifferent, unrelated","[-1, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, -1, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, -1, 0, 0, 0, 0, -1, 0, -1, 1, -1, -1, 0]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Others, Sports and Entertainment",0.524847414,0.539324018,0.442122686,0.292194103,0.514457046,"informative, critical, assertive",4.857142857,1
409560174,12977,11094,19.27,-98.94,"unconcerned, indifferent, unaware","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Sports and Entertainment, Energy and Environment, Economy and Business",0.505871475,0.52780578,0.478264666,0.344159069,0.503319442,"informative, concerned, promotional.",2,0
82253048,2522,2311,53.9666667,-1.0833333,"neutral, indifferent, detached","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 1, -1, 0, 0, 0, 0, 1, -1, 1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Politics and Elections, Others, Sports and Entertainment",0.52365565,0.545402218,0.432079201,0.27970223,0.526116404,"informative, formal, neutral",4.5,0
163809160,2031,1224,39.90916667,-86.28694444,"neutral, indifferent, detached","[1, 1, 1, -1, -1, 1, 0, -1, -1, -1, -1, 1, 0, -1, 0]","Natural Disasters and Weather, Society and News, Technology and Innovation, Economy and Business, Others",0.499803782,0.537830287,0.45000036,0.307074469,0.50519196,"casual, playful, expressive.",3.75,0
265467383,1904,1475,35.1035431,-89.9784984,"indifferent, distracted, unrelated","[0, -1, 0, 0, -1, -1, 1, 0, 0, 0, -1, -1, -1, 0, -1, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Others, Sports and Entertainment",0.511248297,0.530894254,0.447746861,0.30500647,0.501211093,"critical, argumentative, frustrated",3.75,1
91930666,676,995,37.72056114,-97.29296482,"neutral, indifferent, uninvolved","[1, 0, 0, -1, 0, -1, 1, -1, -1, -1, 1]","Natural Disasters and Weather, Society and News, Sports and Entertainment, Economy and Business",0.482435882,0.537997349,0.452743584,0.302923037,0.498042139,"encouraging, empathetic, conversational",1.833333333,1
99127272,1297,450,31.22,29.95,"neutral, indifferent, uninvolved","[0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1]","Natural Disasters and Weather, Energy and Environment, Technology and Innovation, Economy and Business, Others, Sports and Entertainment",0.540996027,0.540835206,0.463313593,0.312455186,0.526522132,"informative, urgent, professional",3.25,0
259817068,2972,122,53.9666667,-1.0833333,"indifferent, unrelated, neutral","[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 1]","Natural Disasters and Weather, Society and News, Economy and Business, Politics and Elections",0.526919423,0.528331038,0.448460071,0.311326657,0.518506886,"informed, frustrated, assertive",2.714285714,1
524910182,5553,4866,28.10066378,-82.28809366,"indifferent, distracted, unaffected","[0, 1, 1, 1, 1, 1, -1, 1, -1, 0, 1]","Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Others",0.518515749,0.554912827,0.445799516,0.307819402,0.529349178,"witty, candid, introspective",1.571428571,1
172929613,578,2001,32.8179219,-79.9589267,"Anxious, Misinformed, Concerned","[0, -1, 0, 0, 0, -1, -1, 0, -1, 0, -1, -1, 0, 0, -1, 0]","Natural Disasters and Weather, Society and News, Technology and Innovation, Politics and Elections, Economy and Business, Sports and Entertainment",0.54467636,0.538746268,0.4317319,0.291593798,0.53151842,"critical, assertive, political",3.2,0
329768621,152,238,40.19805556,-74.66444444,"unrelated, indifferent, neutral","[-1, 1, 0, 0, 0, -1, 0, -1, 0, -1, 0, 0, 0, 1]","Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Sports and Entertainment",0.493349886,0.522518264,0.459115001,0.33405384,0.489611413,"passionate, critical, assertive",2.333333333,1
30693810,2097,99,38.5665924,-121.4686318,"neutral, unrelated, indifferent","[-1, -1, 1, 0, 0, 0, 0, -1, -1, 1, -1, 0, 1, 0, 0, -1, -1, 0, 0, 0, -1, -1]","Society and News, Energy and Environment, Technology and Innovation, Politics and Elections, Economy and Business, Others, Sports and Entertainment",0.517911834,0.54366383,0.43805692,0.300548077,0.525731028,"critical, activist, impassioned",3.142857143,1
23513393,481,69,-32.92,151.75,"indifferent, unrelated, neutral","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -1]","Society and News, Sports and Entertainment",0.518565831,0.518521854,0.489723919,0.350422189,0.500722242,"informative, enthusiastic, focused",2.333333333,0
